Temp,Humidity,CO,smoke,RESULT
35,67,0,474,severe
31,54,0,358,severe
40,74,0,441,critical
38,53,0,566,critical
32,76,0,569,severe
27,72,0,441,no
35,69,0,479,severe
34,65,0,279,severe
25,65,0,285,no
29,66,0,544,mild
31,53,0,417,severe
35,76,0,591,severe
27,61,0,208,no
30,68,0,314,no
38,64,0,321,critical
27,65,0,390,no
38,59,0,218,critical
40,78,0,560,critical
26,71,0,541,no
27,64,0,357,no
37,66,0,531,critical
28,61,0,440,mild
32,69,0,415,severe
38,63,0,578,critical
35,77,0,394,severe
30,78,0,442,no
26,62,0,307,no
32,58,0,356,severe
27,56,0,378,no
37,50,0,323,critical
34,59,0,376,severe
27,51,0,456,no
33,59,0,463,severe
29,55,0,305,mild
35,50,0,293,severe
28,73,0,416,mild
35,74,0,413,severe
37,72,0,298,critical
27,60,0,265,no
30,56,0,568,no
29,74,0,374,mild
28,72,0,353,mild
26,63,0,337,no
25,52,0,563,no
40,61,0,305,critical
35,72,0,557,severe
25,71,0,352,no
25,66,0,593,no
31,61,0,578,severe
39,57,0,243,critical
39,64,0,242,critical
37,58,0,458,critical
33,71,0,520,severe
25,61,0,443,no
38,73,0,294,critical
25,78,0,297,no
40,66,0,204,critical
34,59,0,550,severe
30,53,0,240,no
25,71,0,464,no
31,72,0,584,severe
34,78,0,223,severe
35,70,0,261,severe
35,50,0,251,severe
25,54,0,450,no
39,58,0,441,critical
35,66,0,256,severe
30,55,0,288,no
28,51,0,335,mild
29,76,0,267,mild
40,75,0,305,critical
33,56,0,556,severe
31,68,0,563,severe
37,64,0,247,critical
40,69,0,352,critical
32,58,0,458,severe
25,67,0,546,no
39,63,0,496,critical
38,71,0,429,critical
27,69,0,500,no
37,58,0,547,critical
40,70,0,562,critical
34,50,0,479,severe
29,56,0,460,mild
28,72,0,328,mild
36,55,0,360,critical
37,68,0,304,critical
29,71,0,297,mild
27,59,0,397,no
27,74,0,412,no
27,59,0,259,no
29,68,0,577,mild
40,75,0,298,critical
26,75,0,374,no
29,62,0,565,mild
37,78,0,419,critical
36,66,0,418,critical
35,52,0,430,severe
28,75,0,210,mild
26,74,0,308,no
38,70,0,554,critical
34,62,0,220,severe
30,72,0,268,no
38,50,0,479,critical
35,69,0,359,severe
32,61,0,284,severe
26,78,0,560,no
35,60,0,288,severe
32,71,0,426,severe
30,57,0,368,no
36,53,0,361,critical
32,65,0,522,severe
32,61,0,288,severe
36,50,0,256,critical
31,57,0,558,severe
33,75,0,491,severe
27,70,0,416,no
39,52,0,283,critical
39,58,0,486,critical
32,77,0,584,severe
35,72,0,533,severe
38,70,0,554,critical
39,50,0,431,critical
25,63,0,275,no
30,50,0,554,no
31,66,0,431,severe
38,50,0,584,critical
37,74,0,509,critical
30,72,0,391,no
39,57,0,332,critical
25,74,0,589,no
34,76,0,306,severe
36,74,0,552,critical
38,51,0,531,critical
40,78,0,428,critical
30,71,0,582,no
37,66,0,352,critical
36,72,0,293,critical
36,76,0,210,critical
27,55,0,544,no
25,71,0,397,no
39,52,0,239,critical
38,65,0,486,critical
30,75,0,545,no
35,64,0,225,severe
37,73,0,452,critical
25,53,0,372,no
39,55,0,570,critical
34,52,0,533,severe
34,77,0,408,severe
37,62,0,363,critical
34,68,0,598,severe
26,55,0,541,no
32,52,0,457,severe
30,57,0,231,no
30,73,0,392,no
39,69,0,513,critical
34,72,0,366,severe
36,53,0,343,critical
31,73,0,557,severe
26,65,0,293,no
39,67,0,343,critical
25,65,0,229,no
33,70,0,533,severe
30,57,0,494,no
28,54,0,474,mild
34,56,0,463,severe
29,53,0,257,mild
29,58,0,266,mild
28,53,0,465,mild
25,50,0,238,no
32,68,0,376,severe
26,78,0,257,no
37,70,0,367,critical
25,65,0,326,no
30,68,0,429,no
38,72,0,359,critical
34,54,0,566,severe
25,76,0,301,no
25,60,0,281,no
34,53,0,373,severe
25,50,0,261,no
30,59,0,575,no
35,75,0,335,severe
36,50,0,258,critical
29,53,0,450,mild
38,62,0,521,critical
32,52,0,289,severe
36,65,0,323,critical
27,72,0,402,no
28,63,0,451,mild
36,53,0,546,critical
30,69,0,397,no
37,51,0,227,critical
31,55,0,512,severe
25,50,0,339,no
38,68,0,326,critical
31,78,0,373,severe
35,61,0,243,severe
26,50,0,588,no
32,58,0,413,severe
39,65,0,215,critical
38,56,0,395,critical
31,60,0,465,severe
30,71,0,331,no
40,59,0,485,critical
27,72,0,346,no
26,73,0,333,no
37,54,0,245,critical
29,65,0,342,mild
26,76,0,468,no
34,74,0,216,severe
37,77,0,381,critical
32,52,0,587,severe
39,62,0,307,critical
31,58,0,585,severe
25,74,0,404,no
39,78,0,590,critical
36,57,0,388,critical
29,58,0,498,mild
34,57,0,509,severe
31,64,0,418,severe
40,61,0,568,critical
27,57,0,421,no
27,61,0,405,no
37,76,0,283,critical
26,68,0,362,no
38,75,0,296,critical
33,77,0,419,severe
37,59,0,280,critical
31,72,0,202,severe
29,62,0,415,mild
38,68,0,569,critical
31,68,0,285,severe
40,74,0,287,critical
27,75,0,376,no
26,69,0,477,no
39,61,0,242,critical
33,53,0,570,severe
30,77,0,478,no
33,62,0,437,severe
28,56,0,433,mild
25,77,0,538,no
36,68,0,468,critical
40,64,0,497,critical
32,76,0,215,severe
40,52,0,254,critical
32,54,0,300,severe
29,76,0,516,mild
31,77,0,480,severe
34,64,0,581,severe
30,63,0,542,no
36,71,0,302,critical
38,52,0,510,critical
35,52,0,537,severe
32,55,0,251,severe
27,71,0,532,no
38,52,0,510,critical
30,73,0,270,no
35,50,0,248,severe
28,69,0,252,mild
29,57,0,298,mild
29,74,0,560,mild
39,51,0,216,critical
28,58,0,564,mild
31,57,0,321,severe
29,57,0,261,mild
33,51,0,361,severe
40,62,0,481,critical
30,62,0,410,no
33,67,0,217,severe
25,54,0,241,no
39,54,0,292,critical
34,60,0,566,severe
40,56,0,516,critical
33,76,0,219,severe
26,69,0,308,no
35,56,0,415,severe
40,75,0,462,critical
30,62,0,249,no
28,71,0,412,mild
37,77,0,568,critical
34,58,0,268,severe
35,60,0,232,severe
33,60,0,569,severe
33,69,0,598,severe
34,71,0,352,severe
33,59,0,347,severe
28,77,0,415,mild
32,65,0,415,severe
36,74,0,481,critical
40,53,0,442,critical
26,56,0,380,no
39,64,0,595,critical
39,55,0,428,critical
39,63,0,314,critical
39,71,0,396,critical
32,72,0,374,severe
27,56,0,389,no
25,69,0,304,no
35,68,0,344,severe
29,68,0,250,mild
36,66,0,427,critical
39,54,0,527,critical
34,68,0,504,severe
38,59,0,241,critical
27,54,0,562,no
38,71,0,383,critical
36,77,0,246,critical
37,50,0,417,critical
33,70,0,404,severe
25,61,0,263,no
38,54,0,381,critical
33,59,0,555,severe
27,60,0,281,no
39,59,0,434,critical
34,73,0,368,severe
28,69,0,228,mild
28,59,0,349,mild
31,59,0,554,severe
39,77,0,557,critical
40,62,0,204,critical
32,54,0,260,severe
31,58,0,385,severe
29,55,0,541,mild
29,63,0,573,mild
34,65,0,267,severe
33,67,0,480,severe
29,75,0,200,mild
32,52,0,316,severe
34,74,0,463,severe
34,61,0,400,severe
39,54,0,356,critical
31,57,0,284,severe
37,65,0,285,critical
30,53,0,364,no
29,72,0,559,mild
38,73,0,308,critical
30,69,0,505,no
34,51,0,320,severe
33,54,0,453,severe
32,51,0,345,severe
40,66,0,409,critical
35,63,0,384,severe
34,65,0,312,severe
35,68,0,453,severe
26,61,0,442,no
36,59,0,431,critical
26,63,0,537,no
36,60,0,390,critical
34,70,0,260,severe
33,59,0,408,severe
33,63,0,416,severe
27,59,0,458,no
29,66,0,534,mild
29,57,0,279,mild
38,63,0,244,critical
39,71,0,474,critical
26,65,0,368,no
36,73,0,597,critical
31,65,0,280,severe
33,63,0,423,severe
39,69,0,596,critical
30,63,0,325,no
26,54,0,558,no
37,55,0,275,critical
34,69,0,243,severe
30,69,0,392,no
26,59,0,413,no
33,63,0,384,severe
34,66,0,542,severe
33,50,0,237,severe
38,55,0,422,critical
37,56,0,575,critical
34,65,0,207,severe
25,56,0,597,no
34,75,0,302,severe
39,64,0,275,critical
25,59,0,235,no
28,69,0,507,mild
33,62,0,424,severe
27,76,0,511,no
37,60,0,578,critical
34,70,0,223,severe
26,63,0,435,no
30,70,0,241,no
29,52,0,518,mild
30,52,0,305,no
38,66,0,412,critical
35,51,0,292,severe
29,52,0,203,mild
28,56,0,446,mild
35,50,0,584,severe
35,74,0,455,severe
31,64,0,417,severe
29,51,0,301,mild
28,73,0,243,mild
35,55,0,545,severe
29,58,0,452,mild
34,71,0,522,severe
39,54,0,355,critical
26,70,0,370,no
38,62,0,478,critical
25,76,0,387,no
27,60,0,213,no
39,73,0,230,critical
25,50,0,371,no
27,51,0,535,no
26,75,0,268,no
33,64,0,359,severe
34,51,0,383,severe
26,50,0,307,no
28,78,0,552,mild
36,54,0,348,critical
39,64,0,279,critical
37,59,0,326,critical
25,76,0,583,no
32,56,0,529,severe
34,60,0,284,severe
34,70,0,562,severe
27,74,0,588,no
34,52,0,496,severe
37,55,0,326,critical
33,50,0,591,severe
31,57,0,581,severe
26,55,0,205,no
25,71,0,344,no
37,66,0,257,critical
34,72,0,560,severe
32,62,0,520,severe
32,58,0,593,severe
29,53,0,575,mild
31,69,0,514,severe
33,77,0,217,severe
29,51,0,203,mild
25,66,0,227,no
40,52,0,477,critical
28,51,0,309,mild
32,71,0,287,severe
25,62,0,264,no
36,59,0,390,critical
27,52,0,494,no
31,76,0,288,severe
37,77,0,322,critical
28,66,0,235,mild
38,78,0,554,critical
37,74,0,201,critical
29,58,0,387,mild
30,65,0,371,no
30,78,0,448,no
40,78,0,581,critical
28,69,0,305,mild
25,69,0,256,no
32,70,0,282,severe
25,54,0,271,no
39,77,0,455,critical
28,61,0,362,mild
31,77,0,570,severe
26,65,0,479,no
31,76,0,290,severe
35,77,0,265,severe
35,61,0,561,severe
27,58,0,462,no
31,61,0,229,severe
40,62,0,464,critical
34,68,0,469,severe
25,50,0,511,no
32,74,0,233,severe
32,75,0,277,severe
26,56,0,312,no
36,78,0,395,critical
37,72,0,586,critical
38,51,0,459,critical
39,57,0,400,critical
37,57,0,236,critical
39,56,0,361,critical
30,52,0,347,no
33,58,0,211,severe
40,63,0,377,critical
36,59,0,307,critical
38,57,0,208,critical
35,55,0,280,severe
39,64,0,329,critical
30,69,0,380,no
39,56,0,595,critical
34,74,0,244,severe
33,70,0,548,severe
29,65,0,469,mild
36,72,0,363,critical
27,71,0,576,no
36,52,0,499,critical
25,58,0,492,no
31,55,0,418,severe
26,74,0,326,no
32,65,0,591,severe
29,53,0,213,mild
38,69,0,266,critical
38,58,0,244,critical
26,57,0,248,no
30,68,0,250,no
28,54,0,440,mild
38,51,0,339,critical
27,62,0,277,no
38,68,0,212,critical
25,61,0,377,no
25,58,0,438,no
29,51,0,395,mild
36,63,0,502,critical
31,63,0,452,severe
32,50,0,394,severe
38,57,0,214,critical
38,70,0,577,critical
27,72,0,388,no
29,75,0,282,mild
29,63,0,257,mild
33,56,0,497,severe
32,51,0,279,severe
30,70,0,289,no
40,51,0,361,critical
34,50,0,424,severe
35,69,0,583,severe
38,57,0,478,critical
31,69,0,535,severe
26,67,0,491,no
28,75,0,438,mild
27,62,0,585,no
33,69,0,340,severe
34,51,0,322,severe
33,55,0,224,severe
27,58,0,283,no
30,73,0,489,no
35,74,0,385,severe
32,65,0,578,severe
25,72,0,404,no
34,50,0,563,severe
37,67,0,485,critical
28,68,0,547,mild
39,68,0,247,critical
38,67,0,322,critical
39,77,0,203,critical
33,73,0,555,severe
27,64,0,464,no
25,69,0,375,no
31,53,0,489,severe
33,78,0,528,severe
27,78,0,415,no
39,65,0,418,critical
33,64,0,322,severe
36,59,0,438,critical
26,68,0,316,no
38,72,0,234,critical
39,66,0,305,critical
35,66,0,368,severe
25,74,0,340,no
29,61,0,528,mild
29,66,0,398,mild
40,58,0,203,critical
26,52,0,351,no
27,51,0,412,no
40,56,0,244,critical
32,56,0,326,severe
36,75,0,518,critical
29,55,0,211,mild
26,53,0,562,no
36,51,0,290,critical
30,74,0,407,no
32,57,0,537,severe
35,73,0,431,severe
39,57,0,589,critical
34,74,0,462,severe
39,50,0,225,critical
36,74,0,515,critical
35,69,0,556,severe
31,72,0,459,severe
36,57,0,360,critical
36,61,0,592,critical
30,57,0,311,no
34,72,0,597,severe
35,68,0,562,severe
36,74,0,544,critical
40,63,0,410,critical
35,68,0,327,severe
26,78,0,210,no
25,70,0,352,no
25,77,0,451,no
38,66,0,514,critical
29,64,0,260,mild
38,54,0,413,critical
32,76,0,390,severe
29,68,0,266,mild
31,77,0,431,severe
32,56,0,430,severe
32,65,0,298,severe
31,58,0,498,severe
37,58,0,225,critical
29,55,0,555,mild
26,69,0,587,no
35,61,0,518,severe
30,76,0,281,no
36,59,0,255,critical
25,52,0,298,no
34,51,0,518,severe
39,50,0,552,critical
34,72,0,342,severe
33,55,0,404,severe
25,70,0,207,no
27,76,0,396,no
32,50,0,201,severe
34,67,0,572,severe
39,69,0,420,critical
38,74,0,560,critical
30,66,0,209,no
37,59,0,561,critical
34,58,0,235,severe
33,63,0,205,severe
31,53,0,251,severe
38,54,0,221,critical
28,50,0,470,mild
34,52,0,358,severe
28,75,0,546,mild
35,72,0,223,severe
38,50,0,205,critical
38,78,0,288,critical
31,57,0,265,severe
27,59,0,520,no
25,77,0,259,no
32,52,0,248,severe
32,69,0,282,severe
31,63,0,278,severe
38,57,0,537,critical
26,60,0,217,no
34,58,0,438,severe
39,76,0,531,critical
29,65,0,549,mild
37,69,0,290,critical
40,74,0,436,critical
36,54,0,491,critical
36,68,0,600,critical
25,73,0,457,no
33,72,0,276,severe
25,78,0,368,no
25,67,0,240,no
39,76,0,390,critical
29,58,0,531,mild
37,60,0,492,critical
31,51,0,495,severe
31,55,0,215,severe
33,52,0,294,severe
27,54,0,399,no
35,70,0,423,severe
40,75,0,238,critical
35,51,0,537,severe
26,51,0,333,no
27,60,0,256,no
27,52,0,295,no
39,74,0,400,critical
28,63,0,400,mild
34,56,0,444,severe
33,54,0,379,severe
37,64,0,496,critical
30,57,0,495,no
39,76,0,547,critical
38,56,0,320,critical
38,75,0,572,critical
39,60,0,352,critical
37,62,0,471,critical
28,51,0,339,mild
36,67,0,235,critical
34,72,0,204,severe
31,63,0,429,severe
38,55,0,528,critical
38,50,0,432,critical
33,60,0,363,severe
26,67,0,515,no
26,64,0,414,no
28,63,0,428,mild
28,68,0,408,mild
29,55,0,257,mild
34,51,0,261,severe
39,53,0,464,critical
38,58,0,436,critical
36,70,0,577,critical
33,66,0,234,severe
33,66,0,520,severe
27,62,0,560,no
28,68,0,548,mild
32,61,0,598,severe
32,62,0,431,severe
40,68,0,340,critical
32,56,0,444,severe
30,74,0,545,no
40,59,0,313,critical
38,66,0,574,critical
39,64,0,517,critical
36,58,0,360,critical
32,54,0,416,severe
28,78,0,599,mild
34,74,0,208,severe
40,65,0,594,critical
40,59,0,559,critical
29,72,0,221,mild
28,64,0,550,mild
30,76,0,305,no
32,75,0,277,severe
38,69,0,222,critical
40,75,0,399,critical
25,69,0,552,no
38,70,0,395,critical
25,74,0,455,no
39,53,0,376,critical
39,71,0,526,critical
26,52,0,200,no
26,52,0,534,no
34,77,0,377,severe
37,74,0,253,critical
26,75,0,253,no
30,78,0,431,no
27,59,0,456,no
25,77,0,588,no
30,62,0,428,no
26,67,0,252,no
26,65,0,567,no
37,59,0,477,critical
25,65,0,288,no
40,71,0,435,critical
33,70,0,514,severe
30,64,0,463,no
32,51,0,483,severe
33,62,0,502,severe
31,58,0,471,severe
35,57,0,309,severe
27,71,0,413,no
32,50,0,446,severe
30,69,0,387,no
37,64,0,599,critical
26,55,0,211,no
36,62,0,239,critical
34,77,0,364,severe
26,54,0,354,no
25,61,0,240,no
33,65,0,599,severe
30,50,0,300,no
31,57,0,322,severe
34,57,0,581,severe
28,56,0,489,mild
34,58,0,598,severe
30,74,0,511,no
40,54,0,502,critical
37,56,0,352,critical
38,61,0,396,critical
39,70,0,206,critical
36,73,0,465,critical
37,56,0,591,critical
26,77,0,287,no
30,71,0,315,no
36,64,0,209,critical
26,73,0,226,no
36,50,0,206,critical
28,54,0,587,mild
40,53,0,363,critical
36,53,0,536,critical
39,73,0,549,critical
29,50,0,458,mild
37,75,0,497,critical
31,76,0,389,severe
37,53,0,578,critical
30,75,0,358,no
40,51,0,544,critical
28,71,0,316,mild
34,61,0,514,severe
27,60,0,418,no
33,74,0,331,severe
37,61,0,360,critical
40,72,0,298,critical
27,75,0,223,no
36,67,0,316,critical
37,52,0,456,critical
27,70,0,338,no
32,55,0,394,severe
32,54,0,312,severe
35,58,0,373,severe
35,71,0,400,severe
28,64,0,366,mild
37,64,0,242,critical
32,71,0,317,severe
25,55,0,507,no
32,73,0,588,severe
27,52,0,490,no
35,54,0,457,severe
26,67,0,329,no
37,69,0,418,critical
37,65,0,432,critical
38,63,0,283,critical
31,55,0,486,severe
35,58,0,386,severe
33,68,0,316,severe
28,64,0,345,mild
35,53,0,484,severe
39,54,0,482,critical
30,64,0,446,no
31,55,0,264,severe
30,52,0,401,no
38,50,0,566,critical
27,62,0,409,no
25,64,0,419,no
30,52,0,242,no
38,50,0,394,critical
27,68,0,416,no
26,66,0,236,no
39,66,0,522,critical
26,75,0,243,no
28,56,0,586,mild
39,63,0,247,critical
34,59,0,389,severe
30,73,0,468,no
40,62,0,209,critical
32,55,0,508,severe
39,57,0,529,critical
26,72,0,251,no
28,75,0,531,mild
31,58,0,294,severe
36,63,0,574,critical
36,67,0,249,critical
39,56,0,376,critical
40,62,0,261,critical
32,66,0,245,severe
36,65,0,398,critical
37,61,0,383,critical
34,71,0,303,severe
40,75,0,366,critical
31,73,0,208,severe
32,63,0,491,severe
39,76,0,220,critical
34,61,0,238,severe
25,65,0,511,no
31,60,0,333,severe
27,78,0,527,no
39,70,0,558,critical
36,73,0,584,critical
28,71,0,431,mild
28,51,0,442,mild
25,56,0,381,no
36,53,0,305,critical
32,74,0,203,severe
30,77,0,547,no
38,72,0,587,critical
32,76,0,400,severe
39,69,0,343,critical
38,75,0,336,critical
34,51,0,390,severe
32,59,0,507,severe
28,58,0,423,mild
39,68,0,241,critical
27,77,0,334,no
35,50,0,570,severe
30,58,0,487,no
31,65,0,337,severe
39,76,0,202,critical
30,51,0,380,no
32,73,0,221,severe
28,73,0,479,mild
35,52,0,427,severe
38,53,0,236,critical
27,62,0,412,no
28,70,0,204,mild
35,63,0,410,severe
37,74,0,323,critical
40,77,0,423,critical
39,50,0,368,critical
34,70,0,529,severe
31,77,0,440,severe
37,59,0,564,critical
37,61,0,501,critical
31,78,0,447,severe
27,51,0,466,no
28,59,0,262,mild
25,65,0,434,no
26,50,0,234,no
39,73,0,342,critical
35,77,0,249,severe
37,67,0,408,critical
27,65,0,277,no
26,68,0,372,no
36,73,0,566,critical
37,70,0,315,critical
28,56,0,468,mild
40,71,0,533,critical
29,74,0,429,mild
27,62,0,213,no
39,71,0,267,critical
28,68,0,388,mild
40,71,0,438,critical
36,65,0,293,critical
36,50,0,511,critical
31,71,0,574,severe
27,63,0,238,no
30,71,0,361,no
26,67,0,528,no
38,57,0,283,critical
26,61,0,400,no
28,76,0,378,mild
30,76,0,528,no
30,52,0,476,no
30,77,0,445,no
25,69,0,497,no
39,59,0,500,critical
35,71,0,222,severe
33,72,0,213,severe
39,56,0,399,critical
38,74,0,238,critical
28,71,0,293,mild
31,57,0,321,severe
32,76,0,567,severe
25,57,0,507,no
30,67,0,448,no
38,62,0,325,critical
28,69,0,312,mild
30,52,0,310,no
29,53,0,540,mild
35,74,0,228,severe
29,68,0,222,mild
30,64,0,483,no
27,77,0,544,no
32,60,0,367,severe
31,64,0,517,severe
39,58,0,267,critical
30,58,0,313,no
27,76,0,539,no
35,62,0,505,severe
27,69,0,383,no
26,78,0,273,no
25,70,0,589,no
25,75,0,230,no
35,54,0,565,severe
34,54,0,349,severe
28,51,0,430,mild
29,60,0,548,mild
34,68,0,279,severe
30,50,0,542,no
35,77,0,331,severe
36,54,0,423,critical
33,69,0,593,severe
31,75,0,436,severe
32,53,0,255,severe
32,68,0,582,severe
31,78,0,248,severe
27,54,0,369,no
25,60,0,540,no
33,59,0,525,severe
28,54,0,391,mild
26,53,0,338,no
33,69,0,403,severe
34,76,0,449,severe
37,65,0,216,critical
34,52,0,450,severe
28,75,0,230,mild
32,51,0,432,severe
29,57,0,403,mild
28,65,0,296,mild
28,61,0,274,mild
33,68,0,599,severe
40,55,0,247,critical
40,72,0,252,critical
29,51,0,563,mild
27,76,0,243,no
26,53,0,524,no
37,76,0,448,critical
40,66,0,271,critical
33,55,0,294,severe
39,64,0,354,critical
38,55,0,304,critical
31,59,0,296,severe
25,65,0,437,no
36,66,0,320,critical
25,74,0,286,no
30,54,0,513,no
33,72,0,219,severe
39,61,0,453,critical
39,70,0,514,critical
28,55,0,317,mild
27,74,0,412,no
27,68,0,236,no
25,78,0,386,no
35,68,0,561,severe
36,71,0,503,critical
25,68,0,585,no
32,69,0,473,severe
39,55,0,538,critical
39,56,0,293,critical
30,66,0,206,no
29,63,0,500,mild
34,63,0,513,severe
34,67,0,453,severe
28,69,0,319,mild
32,50,0,581,severe
29,54,0,387,mild
39,59,0,568,critical
37,74,0,487,critical
38,67,0,491,critical
32,74,0,460,severe
40,56,0,318,critical
25,53,0,247,no
30,60,0,257,no
39,56,0,567,critical
40,61,0,322,critical
26,52,0,222,no
35,66,0,316,severe
26,77,0,343,no
32,51,0,368,severe
35,62,0,401,severe
34,50,0,392,severe
39,69,0,478,critical
28,76,0,239,mild
33,71,0,275,severe
39,66,0,519,critical
28,59,0,385,mild
26,57,0,567,no
31,55,0,289,severe
27,70,0,421,no
38,78,0,267,critical
37,67,0,323,critical
40,58,0,471,critical
30,50,0,295,no
35,51,0,437,severe
29,72,0,478,mild
39,75,0,491,critical
32,73,0,279,severe
27,55,0,475,no
34,50,0,484,severe
27,74,0,286,no
38,68,0,446,critical
39,52,0,509,critical
33,68,0,537,severe
34,50,0,209,severe
36,78,0,526,critical
39,62,0,543,critical
34,62,0,559,severe
38,56,0,258,critical
32,76,0,398,severe
38,60,0,548,critical
37,50,0,405,critical
30,50,0,352,no
31,71,0,210,severe
39,62,0,431,critical
25,61,0,395,no
32,61,0,542,severe
31,73,0,247,severe
30,62,0,573,no
27,74,0,227,no
34,62,0,510,severe
30,59,0,560,no
35,68,0,533,severe
30,62,0,201,no
25,61,0,297,no
29,76,0,242,mild
34,71,0,550,severe
29,74,0,258,mild
36,54,0,240,critical
40,67,0,503,critical
32,72,0,266,severe
26,72,0,428,no
30,69,0,328,no
34,55,0,271,severe
29,51,0,287,mild
39,77,0,455,critical
26,63,0,256,no
31,72,0,516,severe
27,73,0,283,no
30,76,0,525,no
26,77,0,445,no
27,74,0,210,no
32,65,0,360,severe
34,68,0,281,severe
35,67,0,526,severe
30,57,0,349,no
37,55,0,301,critical
39,76,0,442,critical
32,67,0,334,severe
37,57,0,202,critical
39,65,0,237,critical
36,66,0,543,critical
25,63,0,205,no
29,65,0,322,mild
38,70,0,212,critical
37,71,0,416,critical
27,77,0,464,no
25,73,0,578,no
34,76,0,390,severe
40,73,0,267,critical
37,71,0,254,critical
34,61,0,429,severe
35,62,0,397,severe
25,51,0,517,no
34,61,0,217,severe
32,54,0,473,severe
30,56,0,390,no
33,63,0,252,severe
29,56,0,334,mild
32,50,0,239,severe
35,53,0,289,severe
39,61,0,358,critical
34,63,0,358,severe
29,54,0,381,mild
25,61,0,280,no
34,64,0,460,severe
36,53,0,491,critical
25,66,0,286,no
28,57,0,297,mild
32,65,0,500,severe
28,68,0,210,mild
28,75,0,506,mild
32,58,0,322,severe
30,53,0,224,no
34,57,0,319,severe
29,65,0,596,mild
30,52,0,320,no
30,53,0,455,no
35,77,0,543,severe
27,70,0,553,no
29,65,0,237,mild
28,57,0,519,mild
35,58,0,247,severe
27,56,0,458,no
27,76,0,384,no
32,55,0,509,severe
34,59,0,254,severe
40,52,0,271,critical
31,71,0,360,severe
36,78,0,336,critical
30,55,0,596,no
31,68,0,477,severe
32,70,0,447,severe
33,71,0,466,severe
37,59,0,305,critical
30,74,0,558,no
33,77,0,230,severe
33,76,0,280,severe
25,74,0,513,no
36,61,0,536,critical
33,72,0,415,severe
35,52,0,554,severe
34,74,0,381,severe
25,52,0,244,no
34,64,0,241,severe
26,68,0,265,no
37,54,0,566,critical
39,72,0,362,critical
34,67,0,594,severe
40,62,0,584,critical
25,60,0,417,no
39,62,0,513,critical
30,76,0,271,no
29,75,0,323,mild
34,53,0,290,severe
36,75,0,282,critical
33,74,0,267,severe
